Country Name;Country Code;Region;IncomeGroup;Year;Life Expectancy World Bank;Prevelance of Undernourishment;CO2;Health Expenditure %;Education Expenditure %;Unemployment;Injuries;Communicable;NonCommunicable
Latvia;LVA;Europe & Central Asia;High income;2017;74,62926829;2,5;7119,999886;5,97031736;4,366710186;8,720000267;85209,57;34850,92;655828,16
Liberia;LBR;Sub-Saharan Africa;Low income;2019;64,104;39,2;1179,999948;8,47005749;2,270390034;3,015000105;112419,93;1206620,39;656823,31
Panama;PAN;Latin America & Caribbean;High income;2017;78,149;6,7;10130,00011;6,90812922;2,882240057;3,858999968;117255,71;157790,85;658894,23
Latvia;LVA;Europe & Central Asia;High income;2016;74,5804878;2,5;7150,000095;6,13591957;4,65749979;9,640000343;85679,37;35554,05;659527,59
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2009;78,626;4,3;7199,999809;7,86019039;6,010300159;7,710000038;119780,88;87854,72;665674,75
Panama;PAN;Latin America & Caribbean;High income;2018;78,329;6;10060,00042;7,28005838;2,88293004;3,832999945;118929,29;156047,93;673516,77
Mongolia;MNG;East Asia & Pacific;Lower middle income;2009;66,916;19,6;13640,00034;4,45979881;5,144849777;5,860000134;173488,53;231302,13;675940,46
Latvia;LVA;Europe & Central Asia;High income;2015;74,4804878;2,5;7320,000172;5,65469503;5,282519817;9,869999886;90434,13;37827,54;678284,49
Panama;PAN;Latin America & Caribbean;High income;2019;78,506;5,4;13340,00015;7,58405781;3,127360106;4,725999832;119368,29;153852,63;688534,19
Latvia;LVA;Europe & Central Asia;High income;2014;74,12439024;2,5;7280,00021;5,46614885;5,281229973;10,85000038;95051,57;38578,79;691529,97
Mongolia;MNG;East Asia & Pacific;Lower middle income;2010;67,38;16,5;14310,00042;3,73945618;4,645100117;6,550000191;174690,42;229006,07;694500,77
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2002;70,308;25,2;4059,999943;5,73315907;2,391010046;7,578000069;167850,47;355338,37;703777,77
Latvia;LVA;Europe & Central Asia;High income;2012;73,77804878;2,5;7570,000172;5,38090277;6,582709789;15,05000019;100899,99;40377,1;706135,84
Mongolia;MNG;East Asia & Pacific;Lower middle income;2011;67,818;14,1;15729,99954;3,58612156;4,60902977;4,769999981;174316,8;225564,87;707671,86
Latvia;LVA;Europe & Central Asia;High income;2013;73,98292683;2,5;7449,999809;5,36752796;6,996970177;11,86999989;100230,9;40385,05;708002,83
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2010;78,769;4,6;7110,000134;8,02937698;6,565740108;7,170000076;131821,1;93146,07;712371,8
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2011;78,919;5;7429,999828;8,1219759;6,379889965;10,14000034;127156,28;91471,86;712788,12
Mongolia;MNG;East Asia & Pacific;Lower middle income;2012;68,217;12,5;17139,99939;3,85493326;5,19520998;3,900000095;173876,54;221033,83;714912,91
Latvia;LVA;Europe & Central Asia;High income;2011;73,57560976;2,5;7900,000095;5,54237556;5,071619987;16,20999908;104860,64;40755,31;718489,75
Mongolia;MNG;East Asia & Pacific;Lower middle income;2013;68,566;11,4;18379,99916;4,06616068;4,940770149;4,230000019;173565,48;215230,16;721723,81
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2012;79,074;5;7449,999809;7,78642225;6,582399845;9,779999733;128123,97;92145,71;725058,26
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2003;70,64;25;4559,999943;6,08317614;2,422009945;7,599999905;168175,68;338011,25;725394,63
Mongolia;MNG;East Asia & Pacific;Lower middle income;2014;68,863;10,1;18120,00084;4,1765728;4,714849949;4,800000191;173743,43;206045,66;729264,08
Latvia;LVA;Europe & Central Asia;High income;2010;73,48292683;2,5;8520,000458;6,11952686;5,03881979;19,47999954;114264,36;42094,56;738393,66
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2013;79,234;4,9;7780,00021;7,68229151;6,687399864;8,770000458;128751,26;90382,9;740594,32
Mongolia;MNG;East Asia & Pacific;Lower middle income;2015;69,111;8,4;17299,99924;4,23834085;4,223619938;4,860000134;172001,73;188603,91;741458,44
Latvia;LVA;Europe & Central Asia;High income;2009;73,0804878;2,5;7360,000134;6,11926985;5,522659779;17,51000023;119914,28;43183,64;751740,38
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2014;79,398;4,7;7829,999924;7,66376114;6,67952013;9,06000042;132020,05;90641,58;753753,66
Lebanon;LBN;Middle East & North Africa;Lower middle income;2001;74,999;7,8;16890;10,56592274;2,841480017;8,18599987;96063,15;156407,56;757768,34
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2001;70,786;10,5;3610;5,60815763;3,833570004;6,210000038;175296,01;358853,73;759227,57
Central African Republic;CAF;Sub-Saharan Africa;Low income;2002;44,063;40,1;250;4,22761345;1,519569993;5,796000004;317535,17;3668952,32;762351,52
Mongolia;MNG;East Asia & Pacific;Lower middle income;2016;69,321;7,4;18170,00008;4,42355633;5,183100224;7,239999771;171238,58;179891,78;764574,07
Togo;TGO;Sub-Saharan Africa;Low income;2001;53,554;31,3;1180;2,88543582;3,767040014;4,019000053;190442,49;2816445,41;765884,83
Armenia;ARM;Europe & Central Asia;Upper middle income;2014;74,273;2,8;5480,000019;10,17827034;2,247240067;17,5;82132,09;77987,01;767444,84
Armenia;ARM;Europe & Central Asia;Upper middle income;2001;71,8;26,1;3600;4,64562702;2,469439983;10,9119997;103371,75;122238,13;767916,19
Armenia;ARM;Europe & Central Asia;Upper middle income;2013;74,056;3,2;5500;10,32344532;2,650180101;16,18000031;82888,24;79985,07;769111,51
Lebanon;LBN;Middle East & North Africa;Lower middle income;2002;75,488;8,6;16840,00015;9,28530312;2,552710056;8,088000298;94392,85;151571,25;772014,38
Armenia;ARM;Europe & Central Asia;Upper middle income;2016;74,64;2,7;5070,000172;9,95196629;2,75812006;17,62000084;85975,39;75795,64;773727,64
Armenia;ARM;Europe & Central Asia;Upper middle income;2002;72,112;24,5;3119,999886;7,61359835;2,135040045;10,77600002;98830,06;115370,74;774712,2
Armenia;ARM;Europe & Central Asia;Upper middle income;2017;74,797;2,8;5369,999886;10,36270523;2,707590103;17,70000076;78192,14;71411,13;775713,1
Central African Republic;CAF;Sub-Saharan Africa;Low income;2003;44,182;40,6;230,0000042;4,39720249;1,539800048;5,81099987;307254,75;3711588,69;776904,73
Armenia;ARM;Europe & Central Asia;Upper middle income;2015;74,467;2,8;5340,000153;10,11763382;2,80591011;18,26000023;83366,36;76354,25;777344,69
Armenia;ARM;Europe & Central Asia;Upper middle income;2018;74,945;2,9;5710,000038;10,00543404;2,255870104;18,96999931;77822,54;68406,13;777588,26
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2015;79,565;4,1;7539,999962;7,59196186;6,87349987;9;141995,06;89679,89;777667,29
Armenia;ARM;Europe & Central Asia;Upper middle income;2019;75,087;3,1;6170,000076;11,33526421;2,561850071;18,29999924;77080,05;65538,36;779634,15
Latvia;LVA;Europe & Central Asia;High income;2008;72,4195122;2,5;8109,999657;5,6001029;5,366449833;7,739999771;132123,05;46455,53;779985,22
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2002;71,023;9,3;3779,999971;4,75770569;3,407730103;9,390000343;179451,88;354254,53;781529,32
Armenia;ARM;Europe & Central Asia;Upper middle income;2004;72,513;16;3759,99999;6,05508518;2,486730099;10,34399986;92640,12;107986,46;783356,25
Armenia;ARM;Europe & Central Asia;Upper middle income;2012;73,82;3,2;5719,99979;9,134552;2,772480011;17,29999924;87241,65;83418,32;784451,29
Armenia;ARM;Europe & Central Asia;Upper middle income;2003;72,348;21,1;3500;7,17937517;2,145040035;10,59399986;94756,4;110954,82;784556,42
Mongolia;MNG;East Asia & Pacific;Lower middle income;2017;69,509;6,3;19579,99992;4,0050602;4,068970203;6,360000134;173870,3;174769,06;788018,91
Togo;TGO;Sub-Saharan Africa;Low income;2002;53,71;31,1;1340,000033;2,90226316;3,487449884;4,046999931;198596,41;2860334,73;789931,98
Central African Republic;CAF;Sub-Saharan Africa;Low income;2004;44,413;40,5;230,0000042;4,30442286;1,624529958;5,71600008;309406,15;3750581,48;791101,81
Armenia;ARM;Europe & Central Asia;Upper middle income;2005;72,626;12,3;4460,000038;5,86188269;2,712029934;10,20300007;92659,79;105444,38;793047,77
Armenia;ARM;Europe & Central Asia;Upper middle income;2011;73,572;3,4;4940,000057;9,37587833;3,143850088;18,44000053;88337,73;88024,47;793471,02
Armenia;ARM;Europe & Central Asia;Upper middle income;2007;72,815;6,9;5199,999809;5,49814558;3,018939972;9,81000042;92994,89;98901,2;796328,81
Armenia;ARM;Europe & Central Asia;Upper middle income;2010;73,331;3,7;4340,000153;9,23539066;3,249000072;19,01000023;89368,82;91218,33;796897,9
Armenia;ARM;Europe & Central Asia;Upper middle income;2009;73,118;4,4;4510,000229;8,44377995;3,840790033;18,44000053;90683,22;94419,59;800241,45
Latvia;LVA;Europe & Central Asia;High income;2004;72,02682927;2,5;7619,999886;6,21677923;4,834060192;11,71000004;160876,77;49649,87;801959,22
Armenia;ARM;Europe & Central Asia;Upper middle income;2006;72,716;9,3;4489,999771;5,85007095;2,715770006;9,996999741;93356,64;104959,6;802931,28
Armenia;ARM;Europe & Central Asia;Upper middle income;2008;72,946;5,6;5690,000057;6,6397624;3,172729969;14,39299965;91654,04;97242,98;803568,89
Central African Republic;CAF;Sub-Saharan Africa;Low income;2005;44,744;39,6;219,9999988;4,36732149;1,652220011;5,695000172;310132,64;3766393,86;805165,65
Lebanon;LBN;Middle East & North Africa;Lower middle income;2004;76,432;10,7;17879,99916;8,00178719;2,640949965;7,849999905;92765,89;146492,12;807244,72
Latvia;LVA;Europe & Central Asia;High income;2003;71,26585366;2,8;7590,000153;5,48984146;5,057149887;12,06000042;169439,49;51864,61;808789,01
Togo;TGO;Sub-Saharan Africa;Low income;2003;53,938;29,8;1830,000043;2,93838358;3,326090097;4,076000214;201977,56;2893773,85;808789,94
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2016;79,738;3,6;8079,999924;7,31724358;6,893959999;8,600000381;152550,72;90956,71;809024,14
Uruguay;URY;Latin America & Caribbean;High income;2006;76,046;3,7;6329,999924;7,74287415;2,880259991;10,84000015;127296,22;85863,95;810110,41
Mongolia;MNG;East Asia & Pacific;Lower middle income;2018;69,689;5,5;21549,99924;3,85443377;6,173019886;5,380000114;174178,57;168161,18;810397,74
Uruguay;URY;Latin America & Caribbean;High income;2001;74,939;3,6;4950;9,79864407;2,800960064;15,05000019;132065,56;98023,06;813401,72
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2003;71,249;8,8;3940,000057;4,90703869;3,382760048;6,809999943;189062,36;353119,74;814702,05
Uruguay;URY;Latin America & Caribbean;High income;2005;75,826;3,9;5420,000076;7,75686073;2,714750051;12,01000023;126492,01;91430,19;817561,79
Latvia;LVA;Europe & Central Asia;High income;2002;70,96097561;3,4;7349,999905;5,77001858;5,602540016;13,82999992;183152,59;52984,04;818639,55
Uruguay;URY;Latin America & Caribbean;High income;2002;75,152;3,5;4530,00021;9,68134212;2,32220006;16,64999962;132655,32;97607,51;818923,08
Togo;TGO;Sub-Saharan Africa;Low income;2004;54,234;28,7;1779,999971;3,08552408;3,109630108;4,15500021;201234,09;2918800,69;820545,79
Jordan;JOR;Middle East & North Africa;Upper middle income;2005;72,595;5,5;19870,00084;8,59408951;4,920000076;14,80000019;149371,49;257676,03;821488,14
Uruguay;URY;Latin America & Caribbean;High income;2004;75,599;3,8;5460,000038;8,30145359;2,499540091;12,97999954;127726,11;95133,85;823377,26
Uruguay;URY;Latin America & Caribbean;High income;2014;77,244;2,5;6500;8,07321835;4,584980011;6,550000191;136578,48;77652,96;824476,11
Uruguay;URY;Latin America & Caribbean;High income;2011;76,882;2,5;7610,000134;7,94895601;4,355269909;6,309999943;136370,79;83963,24;825602,5
Uruguay;URY;Latin America & Caribbean;High income;2003;75,373;3,7;4489,999771;9,61753464;2,068209887;16,65999985;129793,6;100127,89;825732,29
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2017;79,914;3,2;8260,000229;7,04522943;7,069809914;8,140000343;152956,02;88243,37;826233,01
Uruguay;URY;Latin America & Caribbean;High income;2013;77,124;2,5;7360,000134;8,11896133;4,519380093;6,440000057;138608,97;80229,51;826341,43
Lebanon;LBN;Middle East & North Africa;Lower middle income;2005;76,865;10,9;17280,00069;7,5486207;2,646189928;8,279999733;94094,45;146384,15;827237,68
Latvia;LVA;Europe & Central Asia;High income;2007;71,0195122;2,5;8529,999733;5,52228498;4,633289814;6,050000191;147609,97;49567,88;827400,31
Central African Republic;CAF;Sub-Saharan Africa;Low income;2006;45,158;37,7;230,0000042;4,44105434;1,415060043;5,65899992;341076,46;3740319,7;827671,85
Latvia;LVA;Europe & Central Asia;High income;2001;70,76097561;4,6;7360;5,7776227;5,446959972;13,81999969;193981,23;54542,91;828550,73
Uruguay;URY;Latin America & Caribbean;High income;2015;77,369;2,5;6639,999866;8,29223633;4,554249763;7,489999771;136599,44;76504,12;831733,85
Uruguay;URY;Latin America & Caribbean;High income;2016;77,498;2,5;6519,999981;8,67533779;4,382810116;7,840000153;135291,19;76600,73;834572,32
Mongolia;MNG;East Asia & Pacific;Lower middle income;2019;69,87;4;23069,99969;3,76607823;4,940889835;5,43900013;174613,69;161261,57;835408,23
Togo;TGO;Sub-Saharan Africa;Low income;2005;54,602;27,7;1750;3,30243444;3,159780025;4,217999935;237367,78;2931127,4;838432,01
Uruguay;URY;Latin America & Caribbean;High income;2017;77,632;2,5;6099,999905;8,82179165;4,470970154;7,889999866;133496,62;75921,4;842492,77
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2018;80,095;3,2;8369,999886;7,29572248;6,769919872;9,630000114;147258,66;86451,33;843271,68
Central African Republic;CAF;Sub-Saharan Africa;Low income;2007;45,636;35,7;239,9999946;4,7185154;1,313320041;5,605999947;349759,6;3726123,03;843435,05
Latvia;LVA;Europe & Central Asia;High income;2006;70,86585366;2,5;8199,999809;5,71834707;4,684669971;7,03000021;160781,01;51019,37;843468,21
Lebanon;LBN;Middle East & North Africa;Lower middle income;2006;77,26;10,5;16229,99954;8,66051579;2,779759884;8,682999611;139806,1;148036,74;847543,12
New Zealand;NZL;East Asia & Pacific;High income;2001;78,69268293;2,5;31620;7,5789361;6,560490131;5,429999828;150122,03;43015,81;848323,44
Uruguay;URY;Latin America & Caribbean;High income;2018;77,77;2,5;6539,999962;9,01455498;4,662799835;8,340000153;131804,51;74904,44;848692,83
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2004;71,464;9,1;3970,000029;4,93224382;2,869899988;6,510000229;219858,24;352196,63;851317,48
New Zealand;NZL;East Asia & Pacific;High income;2002;78,84634146;2,5;31540,00092;7,90045929;6,406990051;5,28000021;151036,04;43761,66;852675,61
Jordan;JOR;Middle East & North Africa;Upper middle income;2006;72,763;5,7;20170,00008;7,81179047;4,659999847;14;141062,43;260620,81;856290,82
New Zealand;NZL;East Asia & Pacific;High income;2003;79,14634146;2,5;33400,00153;7,72169209;6,437530041;4,75;151215,92;43258,07;856307,27
Central African Republic;CAF;Sub-Saharan Africa;Low income;2008;46,161;33,3;170,0000018;4,08699083;1,290009975;5,46999979;341555,83;3686621,06;856832,82
Uruguay;URY;Latin America & Caribbean;High income;2019;77,911;2,5;6489,999771;9,34783173;4,703259945;8,880000114;130120,49;74036,98;857057,52
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2019;80,279;3,4;8239,999771;7,27393246;6,7958498;11,48999977;146395,56;85036,5;858381,78
Togo;TGO;Sub-Saharan Africa;Low income;2006;55,052;27,2;1570,000052;3,44604039;3,435009956;4,230000019;205678,3;2927679,32;858423,74
New Zealand;NZL;East Asia & Pacific;High income;2004;79,54878049;2,5;32840,00015;7,90090561;6,512030125;4,010000229;151606,27;43765,67;861237,27
New Zealand;NZL;East Asia & Pacific;High income;2005;79,85121951;2,5;34229,99954;8,27334881;6,278960228;3,809999943;151701,35;42969,16;861869,62
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2010;72,428;20;4510,000229;7,71019173;4,484240055;7,829999924;167233,43;261129,48;866543,54
Lebanon;LBN;Middle East & North Africa;Lower middle income;2007;77,609;9,9;15039,99996;8,55978775;2,583570004;8,979999542;94995,25;146245,49;869211,06
New Zealand;NZL;East Asia & Pacific;High income;2006;80,04878049;2,5;34270,00046;8,63841629;5,95276022;3,859999895;151801,66;43928,04;869432,01
Jordan;JOR;Middle East & North Africa;Upper middle income;2007;72,931;6,1;21090,00015;8,04956055;5,039999962;13,10000038;139999,15;262102,31;870565,04
Central African Republic;CAF;Sub-Saharan Africa;Low income;2009;46,719;31,9;170,0000018;4,81901073;1,254580021;5,486999989;362707,02;3649902,63;879031,95
New Zealand;NZL;East Asia & Pacific;High income;2007;80,15121951;2,5;33270,00046;8,32904434;5,919650078;3,660000086;153207,04;45126,28;880299,04
Togo;TGO;Sub-Saharan Africa;Low income;2007;55,581;26,2;1500;3,86664653;3,510629892;3,802999973;214250,79;2938443,97;880980,18
New Zealand;NZL;East Asia & Pacific;High income;2008;80,35121951;2,5;34169,99817;9,12382889;5,511449814;4,170000076;154283,44;45291,82;887611,43
Jordan;JOR;Middle East & North Africa;Upper middle income;2008;73,099;6,5;20010,00023;8,48880672;3,670000076;12,69999981;144170,47;262894,39;888874,63
Lebanon;LBN;Middle East & North Africa;Lower middle income;2008;77,911;9,4;18649,99962;7,81755829;2,014790058;7,671999931;103296,69;143017,65;889175,68
New Zealand;NZL;East Asia & Pacific;High income;2009;80,70243902;2,5;31170,00008;9,62076378;6,288169861;6,119999886;153549,49;46474,21;890440,35
New Zealand;NZL;East Asia & Pacific;High income;2010;80,70243902;2,5;31049,99924;9,59277534;7,000390053;6,559999943;151870,71;47721,72;894347,53
Ireland;IRL;Europe & Central Asia;High income;2002;77,63414634;2,5;43930,00031;6,67468452;4,104879856;4,21999979;104089,05;59702,25;896881,3
Ireland;IRL;Europe & Central Asia;High income;2001;77,13414634;2,5;44820;6,39664602;4,087490082;3,680000067;105279,3;61994,06;897172,4
Ireland;IRL;Europe & Central Asia;High income;2003;78,13902439;2,5;44090,00015;7,0096755;4,204939842;4,480000019;101168,9;58295,72;898017,03
Ireland;IRL;Europe & Central Asia;High income;2004;78,53902439;2,5;44689,99863;7,22300482;4,482960224;4,489999771;101314,56;55808,03;904593,99
New Zealand;NZL;East Asia & Pacific;High income;2011;80,90487805;2,5;30290,00092;9,51987362;6,939690113;6,489999771;159677,51;47376,17;905167,92
Ireland;IRL;Europe & Central Asia;High income;2005;78,94390244;2,5;46650,00153;7,64583445;4,518980026;4,340000153;101923,56;53506,3;907914,54
Central African Republic;CAF;Sub-Saharan Africa;Low income;2010;47,312;30,3;170,0000018;3,8270402;1,117609978;5,665999889;376495,66;3632631,56;908155,73
Lebanon;LBN;Middle East & North Africa;Lower middle income;2009;78,161;7,6;21899,99962;7,00737476;1,765709996;6,349999905;95632,78;136313,07;908391,1
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2007;72,055;9,4;3720,000029;5,02042675;2,739510059;4,710000038;198851,75;321995,38;911119,36
Togo;TGO;Sub-Saharan Africa;Low income;2008;56,178;25,5;1570,000052;3,84063792;3,285300016;3,335000038;218187,25;2915004,77;914401,38
New Zealand;NZL;East Asia & Pacific;High income;2012;81,15609756;2,5;32110,00061;9,65163612;7,159930229;6,929999828;151165,09;47331,23;914631,3
Ireland;IRL;Europe & Central Asia;High income;2006;79,24146341;2,5;47259,99832;7,51655483;4,547420025;4,409999847;102930,17;52303,03;917982,07
Jordan;JOR;Middle East & North Africa;Upper middle income;2009;73,266;6,4;20659,99985;9,22397041;3,589999914;12,89999962;141602,5;262589,84;918673,45
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2001;40,369;50,7;440;10,97251225;3,432719946;3,457000017;215749,14;3974083,31;919964,08
New Zealand;NZL;East Asia & Pacific;High income;2013;81,40731707;2,5;31889,99939;9,3601923;6,701550007;5,840000153;149085,24;46895,68;921473,73
Lithuania;LTU;Europe & Central Asia;High income;2018;75,6804878;2,5;11649,99962;6,53385353;3,892930031;6,150000095;139007,81;44817,41;922744,61
Ireland;IRL;Europe & Central Asia;High income;2007;79,64146341;2,5;46360,00061;7,80535555;4,715410233;4,980000019;102364,98;51089,67;925272,98
Lebanon;LBN;Middle East & North Africa;Lower middle income;2010;78,36;5,7;20860,00061;7,43862009;1,613309979;6,842999935;97558,3;133422,69;926496,44
Central African Republic;CAF;Sub-Saharan Africa;Low income;2011;47,95;29,6;189,9999976;3,87377;1,107920051;5,614999771;378078,61;3600491,46;926514,7
Lithuania;LTU;Europe & Central Asia;High income;2017;75,4804878;2,5;11220,00027;6,47513723;3,812200069;7,070000172;140515,79;46017,08;927238,97
Central African Republic;CAF;Sub-Saharan Africa;Low income;2012;48,638;33;200,000003;3,94020414;1,980347276;5,546000004;368406,98;3538256,66;930466,58
Central African Republic;CAF;Sub-Saharan Africa;Low income;2013;49,371;40,2;119,9999973;4,95162487;2,63821435;5,515999794;673263,38;3487458,4;935570,39
Central African Republic;CAF;Sub-Saharan Africa;Low income;2014;50,129;47,9;129,9999952;4,91660213;2,220153332;5,528999805;741570,76;3412716,46;936532,5
New Zealand;NZL;East Asia & Pacific;High income;2014;81,40487805;2,5;31969,99931;9,40168381;6,342430115;5,429999828;149526,58;48121,64;936967,41
Ireland;IRL;Europe & Central Asia;High income;2008;80,09512195;2,5;45779,99878;9,10927963;5,458280087;6,769999981;102389,3;51482,54;937095,38
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2002;69,432;7,1;5940,000057;8,77833939;3,242840052;5,730000019;367607,48;360094,37;942136,39
Ireland;IRL;Europe & Central Asia;High income;2010;80,74390244;2,5;40189,99863;10,50632477;6,05136013;14,52999973;98775,64;49366,94;942653,61
Central African Republic;CAF;Sub-Saharan Africa;Low income;2015;50,881;49,9;189,9999976;5,0343523;1,91022861;5,605999947;430688,65;3311386,42;946013,03
New Zealand;NZL;East Asia & Pacific;High income;2015;81,45682927;2,5;32279,99878;9,28344345;6,325059891;5,409999847;150693,24;45784,65;946017,69
Togo;TGO;Sub-Saharan Africa;Low income;2009;56,818;23;2819,999933;4,07617235;3,867880106;2,882999897;227044,31;2848275,56;947402,74
Ireland;IRL;Europe & Central Asia;High income;2009;80,1902439;2,5;40560,00137;10,5062685;6,15610981;12,60999966;103694,96;50496,62;948428,34
Jordan;JOR;Middle East & North Africa;Upper middle income;2010;73,428;6,2;20200,00076;8,17025661;3,099999905;12,5;140750,19;260476,31;953681,16
New Zealand;NZL;East Asia & Pacific;High income;2016;81,61243902;2,5;31190,00053;9,23865223;6,411789894;5,150000095;152379,74;43823,25;956071,92
Central African Republic;CAF;Sub-Saharan Africa;Low income;2016;51,593;48,6;209,9999934;5,44400311;1,754088998;5,65199995;422223,77;3228300,21;956539,23
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2002;41,376;49,8;500;11,42102432;3,54527998;3,388000011;219195,55;4108946,37;960396,62
Lebanon;LBN;Middle East & North Africa;Lower middle income;2011;78,507;4,2;21180,00031;8,17742538;1,652519941;7,386000156;97121,92;134459,48;960836,51
Ireland;IRL;Europe & Central Asia;High income;2011;80,74634146;2,5;36680,00031;10,676898;5,829040051;15,35000038;98202,53;48647,74;961485,39
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2003;69,68;7,9;6510,000229;8,4062252;3,134670019;6,260000229;372630,55;358096,29;964202,93
New Zealand;NZL;East Asia & Pacific;High income;2017;81,65853659;2,5;32930,00031;9,01967621;6,259739876;4,739999771;154255,43;44607,07;968990,18
Ireland;IRL;Europe & Central Asia;High income;2012;80,84634146;2,5;37130,00107;10,65266323;5,752689838;15,44999981;95395,11;48069,41;969229,42
Central African Republic;CAF;Sub-Saharan Africa;Low income;2017;52,24;46,1;219,9999988;6,6654377;1,753650188;5,647999763;518597,96;3141782,06;970329,56
Togo;TGO;Sub-Saharan Africa;Low income;2010;57,468;20,8;2630,000114;4,45492935;4,096350193;2,431999922;231107,15;2765905,69;972039,15
Lithuania;LTU;Europe & Central Asia;High income;2016;74,67073171;2,5;11199,99981;6,63746214;4,004310131;7,860000134;154814,19;50057,26;974118,96
Ireland;IRL;Europe & Central Asia;High income;2013;80,94878049;2,5;35709,99908;10,29696083;5,342050076;13,72999954;92327,07;47943,96;975865,03
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2014;73,429;19,7;4760,000229;7,97716141;4,0832901;4,519999981;172864,02;243965,54;976942,09
Lithuania;LTU;Europe & Central Asia;High income;2014;74,51707317;2,5;10859,99966;6,19332647;4,486579895;10,69999981;169819,88;51137,11;977838,37
Ireland;IRL;Europe & Central Asia;High income;2014;81,34878049;2,5;35529,99878;9,53489971;4,878499985;11,85999966;90896,21;47253,06;980097,47
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2015;73,649;19;5269,999981;7,96303225;4,078430176;4,699999809;161529,9;239134,59;981963,96
Lithuania;LTU;Europe & Central Asia;High income;2015;74,32195122;2,5;11069,99969;6,49043989;4,227190018;9,119999886;162765,27;50524,51;984178,45
Central African Republic;CAF;Sub-Saharan Africa;Low income;2018;52,805;46,8;230,0000042;10,99530983;1,565876007;5,605000019;422377,57;3068867,31;985014,99
Ireland;IRL;Europe & Central Asia;High income;2015;81,45365854;2,5;37060,00137;7,31605005;3,758769989;9,909999847;88352,96;47725,67;990465,88
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2010;72,653;7,7;5039,999962;5,47032022;2,770720005;4,570000172;211634,73;305535,51;993600,5
Togo;TGO;Sub-Saharan Africa;Low income;2011;58,092;19,4;2519,999981;4,55412006;4,309299946;1,980000019;233789,42;2681025,22;995472,41
New Zealand;NZL;East Asia & Pacific;High income;2018;81,85853659;2,5;32360,00061;9,21034622;6,048500061;4,329999924;155413,34;44832,83;997215,61
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2003;42,419;49,4;550,0000119;10,82905197;3,260610104;3,417999983;228360,19;4196099,95;998688,01
Ireland;IRL;Europe & Central Asia;High income;2016;81,65365854;2,5;38819,99969;7,4248991;3,742120028;8,369999886;88020,64;47335,23;999539,71
Central African Republic;CAF;Sub-Saharan Africa;Low income;2019;53,283;49,2;239,9999946;7,75300884;1,768712282;5,623000145;388818,06;3014630,66;1000223,98
Lithuania;LTU;Europe & Central Asia;High income;2012;73,86341463;2,5;11930,00031;6,2759347;4,758029938;13,35999966;186601,48;53153,65;1001779,67
Jordan;JOR;Middle East & North Africa;Upper middle income;2011;73,581;6,1;20760,00023;8,14807701;3,400000095;12,89999962;144564,32;262499,37;1002280,94
Lithuania;LTU;Europe & Central Asia;High income;2013;73,91463415;2,5;11329,99992;6,12593651;4,602330208;11,77000046;181245,5;52613,52;1003935,84
Lebanon;LBN;Middle East & North Africa;Lower middle income;2012;78,611;4,6;23469,99931;7,00111389;2,148089886;7,84800005;106727,64;138241,62;1005150,52
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2005;70,124;9,1;6840,000153;8,43694401;3,177850008;7,21999979;396304,86;309801,09;1009604,3
Togo;TGO;Sub-Saharan Africa;Low income;2012;58,661;19,4;2240,00001;4,80786562;4,719200134;2,03399992;230228,19;2624143,03;1011255,29
Lithuania;LTU;Europe & Central Asia;High income;2011;73,56341463;2,5;11850,00038;6,4878149;5,113430023;15,39000034;193389,14;55391,55;1013686,4
Ireland;IRL;Europe & Central Asia;High income;2017;82,15609756;2,5;37779,99878;7,06397724;3,50928998;6,710000038;88856,95;47891,1;1015679,28
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2016;73,86;18;5380,000114;8,04877567;4,081140041;3,900000095;170570,28;234076,9;1020565,54
